Red_R,Red_G,Red_B,Yellow_R,Yellow_G,Yellow_B,Blue_B,Blue_G,Blue_R,Green_R,Green_G,Green_B
	0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

