Top_IR_Threshold,Top_Middle_IR_Threshold,Bottom_Middle_IR_Threshold,Bottom_IR_Threshold,Loading_Speed,Firing_Speed,Unjam_Speed,Max_Magazine_Speed
1,1.5,2,1,1,0,0,1050
