Red_R,Red_G,Red_B,Yellow_R,Yellow_G,Yellow_B,Blue_B,Blue_G,Blue_R,Green_R,Green_G,Green_B
0.562895157332999,0.397762273451898,0.98839140176064,0.294702893234821,0.382109313154073,0.742117092764581,0.173641003844404,0.67921663001859,0.058910945555916,0.795853179120207,0.307961761690033,0.524013325156582
